,0
0,0.6239898809693644
1,0.0
2,0.7209445581410567
3,0.5445521551983932
4,0.5534456602219835
5,0.5288983813079491
6,0.5092365571425075
7,0.5042816021422089
8,0.515209422727654
9,0.6861019984771114
10,0.5599427410598822
11,0.5767364635583399
12,0.6724239864908682
13,0.5465820012995034
14,0.6001970251871137
15,0.5661621220425516
16,0.614682285537787
17,0.5142679681531751
18,0.5653465433281897
19,0.5666313745126687
20,0.4773374755454873
21,0.5638626336512577
22,0.49321654030218176
23,0.5027057915871592
24,0.6820086691299011
25,0.588077237521888
26,0.5579398736972673
27,0.8053638304016167
28,0.5515567446551244
29,0.42130829288931804
30,0.539743772236065
31,0.6419046825433667
32,0.5785515286267356
33,0.49505930925320335
34,0.46106606601184674
35,0.44091849638837305
36,0.5222339312655123
37,0.5502651402634251
38,0.6164406892486518
39,0.5392842201139376
40,0.5198322812639675
41,0.5375224230739523
42,0.6305839573907264
43,0.5061565524470197
44,0.5335827002602656
45,0.6007233135926897
46,0.5925641242898434
47,0.5772686303446664
48,0.5988380448257722
49,0.5626203665692616
50,0.734277840318351
51,0.4627388016318483
52,0.5219964607086057
53,0.6721439410685266
54,0.8138517675297025
55,0.6901085563214227
56,0.506182391447847
57,0.5331673621368423
58,0.6734033073988637
59,0.6136764669763235
60,0.5208033247491988
61,0.5302127093212798
62,0.5312453236370759
63,0.8403495910499449
64,0.5270924288595409
65,0.9259747261246228
66,0.6069800355506478
67,0.6916973695036276
68,0.6269162061554057
69,0.6879233391315697
70,0.6325193288522829
71,0.6107245109933391
72,0.8249450918650695
73,0.8404611392835047
74,0.6361038243159545
75,0.7984739075090579
76,1.0182021009989974
77,0.7096635689233174
78,0.6903024288953247
79,0.8521455555046898
80,0.7585439845844807
81,0.8045739851720077
82,0.7298581376856189
83,0.5718026778018059
84,0.8191666851395122
85,0.5237880010836834
86,0.5469249309150647
87,0.4700395287433199
88,0.7211687123751194
89,0.5143700305257963
90,0.7753828242320983
91,0.5088936602507261
92,0.6595736270868493
93,0.5914140718364431
94,0.48664278119143556
95,0.4889082878590231
96,0.6190778596365787
97,0.6249470420389601
98,0.6119022238066439
99,0.8364537794998494
100,0.4370568239883165
101,0.5806263069913273
102,0.6005296585371546
103,0.5478553078116384
104,0.8563226977457217
105,0.6980195677067045
106,0.6014468245467092
107,0.5454199868225086
108,0.5704951575593913
109,0.6647513170891508
110,0.5687788337166911
111,0.5232423076049187
112,0.7232931704861397
113,0.6693197437263566
114,0.8452021299139295
115,0.6651989615228564
116,0.7134050648393863
117,0.5717081394375477
118,0.9629549873830661
119,0.6797461226631699
120,0.757233684171028
121,0.6415226221394534
122,0.6355185784573726
123,0.6271508612090789
124,0.5850840269310803
125,0.8456034500171355
126,0.6565398178292585
127,1.30435052837818
128,0.9636413239877251
129,0.5567321967754374
130,0.5367732933737547
131,0.5812030027624794
132,0.8962409006739298
133,0.5237208076772807
134,0.696121614195224
135,0.45556517507033273
136,0.5643252961913275
137,0.7105520723974738
138,0.5021436051714904
139,0.7058120736248997
140,0.7318767221233722
141,0.6658665673064919
142,0.5721179333558953
143,0.8145165916433411
144,0.7095036517858365
145,0.6616206813324682
146,0.655692147387521
147,0.6550026264174461
148,0.6752553007919857
149,0.5699001355914197
150,0.7028578251624604
151,0.8415808783132067
152,0.534403647627363
153,0.625568433711722
154,0.6028967550107991
155,0.5786267069038807
156,0.7213563558447404
157,0.5664266311383978
158,0.5617516143836847
159,0.5098518483173956
160,0.695285674626334
161,0.7597215124437519
162,0.5780161569477784
163,0.6034751465426621
164,0.4513450914341419
165,0.8362805219951027
166,0.6937406284158818
167,0.5402625708760338
168,0.6754079086013189
169,0.5412836624436661
170,0.7896376304916378
171,0.0
172,0.7077900521491095
173,0.5055145102220194
174,0.7236993379193318
175,0.8188698564794228
176,0.5900196157166617
177,0.5502238944667064
178,0.6031085051869408
179,0.5998556150111892
180,0.6235307445611408
181,0.6903603059619882
182,0.8944682677278925
183,0.5383936843957264
184,0.496776512211861
185,0.5577648624945177
186,0.5667951261667464
187,0.49670482181285674
188,0.8619796402879303
189,0.6370516191396938
190,0.6529636484142748
191,0.6406891715757604
192,0.6887597018834465
193,0.7204769992933263
194,0.5676907046462712
195,0.7773158965820098
196,0.7913222128638898
197,0.583281272812781
198,0.6129596065701451
199,0.6675069643157461
200,0.7184895735162964
201,0.6265245934175458
202,0.4436440585929174
203,0.6388081687014434
204,0.4658434385498457
205,0.6017945813009794
206,0.5522733619667817
207,0.5351672778896859
208,0.6588784946897454
209,0.5255309254334489
210,0.5805115620001161
211,0.5679830772060593
212,0.5057452291268408
213,0.5757881650105967
214,0.6416004845262592
215,0.48838206758952296
216,0.533248181879732
217,0.5938563061836944
218,0.7167366879386097
219,0.4530675656349223
220,0.6238480263455374
221,0.6513274784269012
222,0.6668248496187277
223,0.4567333121397612
224,0.645899226679146
225,0.5194185245133037
226,0.5756062128747218
227,0.7282490194109068
228,0.5292646079517699
229,0.5819450267889879
230,0.5891545328043813
231,0.36400018984193194
232,0.5449097439136549
233,0.5245062515046699
234,0.6563214939125347
235,0.6827360996439834
236,0.0
237,0.5780652222249377
238,0.7195532416103387
239,0.544070806511116
240,0.5475840783877834
241,0.6045834921960872
242,0.5905815537060914
